age,income,loan_amount,loan_term,num_of_credit_lines,credit_history_length,num_of_delinquencies,credit_score,savings,employment_length,default
21,1681.73,25379.41,13,3,5,0,699,50994.39,6,0
43,289.65,6010.66,27,3,7,1,626,13009.13,8,0
43,1970.77,1559.66,26,1,1,1,673,12812.87,11,0
45,2443.22,6375.63,36,3,3,2,573,10116.9,9,0
53,72.11,5368.29,34,1,2,7,472,21176.45,10,0
52,2704.72,4119.37,25,2,2,4,592,4036.91,0,0
25,690.39,22381.24,29,3,3,2,614,50049.17,3,0
35,10036.33,6216.89,30,4,3,8,647,51539.6,17,1
42,20823.64,10654.4,18,4,6,0,641,24921.5,10,0
58,5662.21,12372.25,41,1,3,2,634,13119.35,5,1
38,1062.15,19959.37,91,4,11,3,550,122441.9,25,1
31,430.29,11769.34,16,2,5,2,617,32732.45,6,0
48,6253.9,5759.23,19,2,3,3,567,11142.02,7,0
42,3667.62,16714.5,20,2,5,3,601,47123.79,4,0
46,212.32,2530.16,58,1,4,2,641,32095.99,0,0
30,887.85,12070.97,15,2,2,0,637,14379.28,2,0
24,97.13,3074.57,27,3,2,1,564,2217.82,11,0
32,2696.95,2769.38,44,3,8,2,629,53261.0,13,1
29,425.33,7859.01,26,4,1,0,616,10156.74,4,0
32,267.77,7715.31,27,1,5,1,530,36094.2,4,0
47,62116.45,13594.67,13,3,8,0,542,20490.21,1,0
58,1348.42,4505.52,57,2,4,5,691,46435.75,13,0
41,1515.87,2109.92,12,2,2,1,675,29809.9,18,0
33,5006.76,1241.61,24,3,3,5,645,33342.5,15,1
43,12721.99,10310.16,48,3,1,2,616,12280.96,3,0
31,914.91,10768.55,27,2,9,0,624,40318.8,7,0
38,815.98,6983.59,14,5,6,1,653,30829.04,3,0
47,21469.91,1662.73,21,1,3,2,630,30544.02,9,1
39,507.82,3031.11,40,4,2,1,544,11093.02,8,0
21,1209.21,19333.81,15,5,1,2,657,31775.21,1,1
34,2303.4,19780.43,23,4,3,3,587,28610.44,3,0
46,11732.57,6885.22,29,2,3,3,647,48050.81,16,1
56,25763.4,6195.89,30,7,5,4,567,19975.98,3,1
45,1930.63,1051.93,35,4,2,0,573,3669.57,2,0
25,1223.91,17940.61,16,6,1,3,550,52015.98,18,1
32,203.37,6533.58,17,4,1,2,551,7488.39,8,0
50,36202.61,9128.4,17,5,6,0,531,16679.31,0,0
38,19475.0,14193.71,59,4,1,3,571,17765.14,5,0
46,2479.16,6618.22,24,2,2,4,617,5541.26,8,0
49,636.33,7728.38,32,3,6,2,676,7859.02,3,0
54,3098.2,9560.69,39,2,2,5,530,33572.55,8,0
45,6865.26,6854.19,29,2,3,1,658,6180.1,6,0
52,8543.35,2364.52,20,4,7,2,674,29340.78,2,0
45,32443.5,8941.09,15,6,6,1,605,27388.35,5,0
39,22302.29,6255.17,21,2,7,2,607,50094.31,15,0
46,5502.77,15883.48,40,1,1,7,691,44958.28,7,1
53,3026.96,5224.68,16,2,4,5,622,2604.89,2,0
49,1132.76,1966.81,31,3,2,4,601,5293.7,6,0
44,5343.18,5741.16,23,4,2,1,627,14197.06,12,0
43,760.15,2088.79,34,5,6,2,568,8906.82,7,0
41,32792.42,7982.52,44,2,10,0,566,65053.13,15,0
51,11149.27,9899.19,51,2,3,1,712,27716.27,3,0
51,881.19,13288.57,29,3,4,1,581,31604.18,4,1
45,2944.21,6218.42,44,4,2,1,589,12822.26,3,0
28,411.87,1760.73,52,4,3,2,601,5923.46,8,0
47,841.36,5151.8,28,1,5,4,540,2575.81,4,0
40,5928.24,12434.38,23,2,7,1,590,10033.69,1,0
51,5228.55,3342.95,37,2,6,3,521,23007.94,3,1
30,2751.52,17994.06,25,3,3,1,556,29439.59,2,0
50,24861.39,8062.13,16,2,5,1,610,15810.81,1,0
61,6977.98,15106.84,23,3,1,1,563,33720.14,6,1
35,1470.31,14912.18,17,2,4,2,617,34050.57,2,0
37,2030.59,7713.95,28,6,2,5,619,32067.51,18,1
44,3310.73,8072.05,22,3,2,3,694,2631.02,8,0
38,3939.35,3483.33,29,6,3,4,541,32811.9,11,1
39,1303.76,13545.63,21,2,3,3,627,34969.61,0,0
43,20348.58,7751.2,19,6,6,0,578,38192.75,13,0
51,5993.4,8629.04,35,3,3,3,546,12102.58,6,0
37,2063.45,11962.48,18,5,6,0,567,39088.82,1,1
46,16598.4,10738.32,25,3,4,1,567,7782.25,3,0
42,26945.27,6161.87,16,4,1,4,540,9901.21,7,1
31,392.73,6312.53,24,5,4,1,523,9181.99,6,0
52,2054.17,2176.81,20,2,4,5,543,8845.11,5,0
61,953.04,10261.95,20,5,5,5,730,1080.52,2,0
41,33455.3,13122.0,16,4,9,0,718,35548.15,7,0
45,58079.68,16128.68,18,3,7,1,553,14017.3,2,0
42,2505.68,3972.57,20,2,3,1,676,16970.5,10,0
37,30751.9,13602.6,20,3,7,1,639,39031.36,15,0
27,295.21,9191.37,25,1,1,1,561,5303.58,9,0
56,4617.51,9843.92,34,4,3,2,579,4352.69,1,1
41,46237.2,9502.31,31,3,3,4,587,18162.04,12,0
55,1854.85,1886.3,12,7,9,3,566,34050.38,1,0
36,27829.84,10839.25,21,4,4,3,620,29052.33,17,0
41,15055.37,10066.06,44,1,3,2,663,1460.11,5,0
22,150.89,6950.19,23,1,4,2,605,17670.43,10,0
64,1427.29,12514.57,24,4,7,4,614,6522.01,0,0
26,4123.41,29033.95,21,2,3,1,552,55891.53,3,0
38,774.03,5885.64,25,3,5,2,573,15734.79,7,0
53,1492.21,3303.62,20,2,8,2,565,32242.72,4,0
47,852.68,4433.17,26,1,4,1,679,6132.16,0,0
57,4355.13,1707.38,16,5,2,6,574,10236.98,4,0
25,81.43,8558.01,31,8,4,2,659,4111.64,8,0
49,15408.13,12546.88,21,2,6,3,614,595.82,6,0
48,8149.15,4132.79,38,2,10,3,625,49636.08,5,0
48,2887.17,1441.34,21,4,2,2,581,13550.56,11,1
36,1859.44,5368.05,14,4,3,3,526,13936.15,1,1
63,1886.75,17009.95,61,3,2,4,556,36077.64,4,0
26,10130.25,22867.76,25,3,10,0,619,17342.5,4,1
61,14406.07,10905.42,24,3,3,1,706,18936.32,5,1
60,2548.42,5657.3,39,2,6,1,586,33570.1,9,1
49,49672.31,13141.05,19,1,5,1,672,12107.81,2,0
56,3367.27,7954.94,49,2,5,2,540,14531.8,3,1
45,25911.05,10519.49,14,6,7,0,606,21661.65,2,0
55,7461.09,9279.64,46,7,1,3,625,32135.37,10,0
31,4880.45,10199.77,43,3,10,0,578,50021.03,13,1
30,2935.87,18310.16,49,5,9,2,597,62958.26,3,1
43,6823.21,1497.74,23,3,2,1,637,22894.09,15,1
46,8650.46,5203.29,16,3,4,2,538,28013.21,10,0
23,269.37,7468.49,43,3,3,0,596,2242.28,16,0
46,664.91,2923.78,15,2,5,5,558,12001.42,3,0
41,1019.4,3186.09,31,2,2,1,613,2711.78,4,0
33,2227.54,10282.95,41,4,6,4,665,40859.69,2,1
51,4085.9,8358.57,21,2,1,2,614,14671.75,2,1
46,3846.08,7906.5,22,3,3,5,530,10206.32,4,1
56,5803.75,8168.72,18,1,3,0,696,16517.52,8,1
42,3231.78,3449.19,15,4,6,1,607,35289.66,12,0
35,353.49,2810.51,26,7,6,1,620,17676.21,9,0
49,671.91,5619.7,28,2,5,3,652,1496.47,11,0
44,1893.51,4510.8,34,1,6,2,582,17481.09,3,0
50,39343.69,13926.54,25,4,6,2,618,1909.19,10,1
49,8460.03,13443.55,15,3,2,4,568,25013.45,4,0
40,15553.84,8658.26,28,4,4,2,632,19166.66,11,0
34,451.85,2636.3,28,2,3,3,544,23714.1,1,1
53,2841.55,3585.57,36,7,4,5,592,40403.33,12,0
51,369.48,9772.38,22,5,7,2,536,10954.65,3,0
28,411.96,3143.54,54,1,3,0,514,10855.29,16,0
38,1881.61,4355.03,33,2,1,5,615,8447.08,5,1
50,1856.13,5687.84,15,4,3,4,629,22305.66,2,0
44,13083.33,11631.79,24,2,3,1,624,24915.27,3,1
50,25361.3,6629.51,30,3,4,1,593,7928.34,0,0
45,1917.83,7944.5,49,3,2,2,636,24148.6,1,0
40,401.51,5142.83,39,4,9,1,521,20296.26,6,0
20,234.7,7824.5,44,3,2,1,550,1738.2,15,0
18,166.53,12543.42,28,3,2,1,609,4178.87,13,0
43,511.41,2053.21,22,3,2,3,572,5217.78,3,0
42,2119.15,6394.41,33,5,3,1,551,267.03,3,0
52,1706.02,3225.55,19,3,3,4,560,21947.01,8,0
48,15009.28,8518.81,20,5,3,1,525,8072.88,3,0
46,60614.8,9423.03,22,5,5,2,560,21462.37,6,0
78,4953.39,31063.77,35,3,7,1,650,77625.71,6,1
48,4722.82,4767.46,16,3,4,4,572,23281.06,11,0
40,9219.98,6139.0,37,2,1,2,629,10535.63,14,0
50,5135.86,4374.65,35,3,2,2,606,3878.83,6,0
51,934.68,3282.32,34,8,3,3,501,8974.27,3,0
40,7842.37,8819.39,27,3,9,3,618,39204.95,4,1
28,139.86,2353.08,27,2,3,1,549,14810.14,12,0
43,2251.51,6765.06,39,2,2,1,585,11381.61,1,0
36,4539.67,17875.43,27,5,3,0,570,38926.29,3,1
32,434.04,3353.41,34,2,5,1,689,9856.59,8,0
35,1597.56,12911.57,22,5,11,0,609,57420.43,2,0
37,593.1,3497.52,29,1,4,1,663,8970.69,6,0
41,33370.18,9230.88,19,6,5,1,641,39880.3,17,0
23,461.62,14930.92,16,4,4,1,505,34721.84,5,0
46,9704.62,13286.27,32,3,5,2,643,7112.0,5,0
34,161.78,4318.3,20,3,3,3,589,482.31,7,0
47,2505.05,10318.9,19,3,2,5,574,15649.9,2,0
39,813.66,2018.46,36,2,2,1,571,3893.64,6,0
41,835.3,1934.74,38,4,4,1,611,792.56,6,0
39,4665.69,5533.07,15,2,5,1,534,26297.7,11,0
64,104161.41,6797.01,34,4,6,1,628,58984.18,7,1
18,81.37,7001.96,24,4,3,2,624,4678.29,11,0
45,2154.96,2292.97,17,4,4,3,608,26358.8,10,0
53,7437.99,7459.86,21,6,2,1,594,31249.25,11,1
40,10373.51,11540.37,19,4,7,0,531,18157.47,4,0
52,7919.73,9438.12,35,3,2,3,611,21187.26,9,1
29,1848.01,1453.96,31,6,2,6,656,19663.57,7,1
45,876.54,4812.07,14,2,6,5,543,18671.83,5,0
45,4949.24,5620.69,36,4,1,0,545,461.71,8,0
59,2729.34,1044.87,18,4,1,6,668,1342.42,1,0
49,1261.73,3148.39,26,2,4,5,597,31287.18,12,0
60,12775.31,7567.08,42,5,7,2,648,13792.5,0,1
29,977.79,5219.55,51,7,6,3,580,64001.14,21,1
29,308.19,8163.35,13,5,4,0,614,26473.7,5,0
53,955.02,2577.32,32,2,2,4,532,10077.81,0,0
48,4298.44,6541.63,32,5,1,3,629,4807.67,5,0
47,129.03,6017.54,54,4,6,3,596,28881.43,4,0
48,2754.88,9668.29,49,2,4,0,670,52429.78,14,1
29,4112.31,16363.52,50,4,8,5,665,57781.79,3,1
44,5202.24,3489.46,17,2,4,1,632,25868.92,11,0
45,852.15,5226.94,43,4,4,1,589,4303.5,10,0
48,17625.17,5866.7,28,2,7,2,512,42128.51,10,0
69,6991.32,12967.08,41,1,3,2,634,6233.41,1,1
40,1255.54,5991.5,33,1,3,1,482,1296.85,2,0
46,3611.65,1142.5,12,3,3,1,581,26757.85,11,0
46,2217.0,1674.35,12,2,2,2,625,24248.13,14,0
25,2821.06,12336.28,24,4,8,7,603,52149.83,1,1
51,7528.3,6586.27,32,3,3,3,598,14653.62,4,0
63,10311.96,12633.41,48,5,2,1,622,20137.74,7,1
55,701.79,2050.38,35,4,4,6,566,20317.91,0,0
46,2962.49,2969.17,29,2,4,2,575,7722.25,3,1
47,254.23,10603.94,22,7,5,2,641,11062.76,17,0
62,2524.33,5605.67,15,2,3,5,610,6757.61,3,0
47,931.55,1069.46,54,7,5,1,635,25738.77,5,0
47,2156.99,4843.87,31,4,2,3,524,4063.28,8,0
46,393.87,1831.66,15,6,2,4,599,4020.6,5,0
33,3962.04,16900.66,14,6,2,1,617,28837.24,9,1
45,25172.69,10637.83,24,3,3,0,539,10346.99,8,0
36,3047.33,5817.19,63,4,5,4,680,16573.38,12,0
24,61.73,4959.14,44,4,2,2,535,16815.53,17,1
44,51942.79,17194.04,41,5,4,1,574,9035.27,1,0
18,150.74,8884.09,30,2,3,2,654,11043.45,13,0
43,49395.4,5662.86,40,1,8,1,630,63103.37,17,0
37,16657.91,8634.56,15,2,4,2,640,34073.37,21,0
49,3704.18,8982.53,27,3,2,2,631,28585.83,8,1
58,33078.04,1827.29,29,2,3,1,614,29924.69,4,1
55,7550.6,7578.96,19,1,3,5,617,5279.14,4,0
47,12450.09,2320.04,16,6,2,0,546,26401.33,14,0
48,8734.83,11532.14,25,2,4,3,695,3517.08,2,0
42,2034.72,6234.0,46,4,2,0,571,12397.08,7,0
32,8600.1,19466.43,35,5,4,2,576,38924.4,3,1
68,40915.18,12209.47,48,6,6,2,497,11560.8,8,1
45,67167.63,12393.65,36,2,11,1,550,51322.37,6,0
58,30442.26,6948.54,21,4,3,1,530,28741.63,13,1
53,1965.54,4902.53,19,2,2,5,583,18608.85,2,0
46,167.72,8091.51,15,1,1,3,663,4813.06,4,0
18,97.63,5956.86,36,1,4,2,553,6888.57,15,0
40,1433.53,6482.8,28,5,6,1,583,28057.5,1,0
44,856.6,3072.16,16,2,7,2,598,31566.23,1,0
40,80578.45,16596.81,38,3,13,1,688,55553.32,6,0
48,878.65,3444.24,26,3,6,2,555,14916.38,3,0
44,4607.54,10640.45,32,2,3,2,650,6224.26,1,0
37,220.0,10057.63,50,4,5,1,589,12353.05,12,0
46,13970.84,10068.58,16,4,5,2,630,16558.84,7,0
53,16000.19,12271.41,36,5,4,3,543,14669.97,10,0
56,3671.28,2673.79,21,3,5,4,576,24464.93,0,0
31,282.16,7619.87,14,7,1,2,530,8782.2,6,0
35,18969.69,10540.3,43,3,11,0,660,65396.45,15,0
25,403.06,13097.61,18,4,6,1,614,5873.33,5,0
31,5692.63,13752.85,17,1,2,3,689,10508.25,2,1
54,4006.92,5499.56,16,3,2,6,678,7496.67,2,0
36,6269.03,1124.17,31,5,4,4,589,43172.94,15,1
44,1483.45,5008.2,24,3,2,3,664,8310.85,2,0
47,1288.05,2863.13,31,1,6,6,589,32900.01,9,0
24,442.82,9626.84,39,2,2,1,567,2542.6,8,0
28,361.12,3559.0,62,2,4,2,612,14289.46,15,0
44,6388.04,3408.5,20,2,6,0,545,35187.9,9,0
48,4031.13,7403.92,23,5,3,3,644,17501.04,3,0
25,53.22,1342.27,18,2,1,0,643,6642.84,14,0
41,3981.14,7253.27,49,7,6,1,521,74290.93,23,1
50,4321.29,2058.58,35,3,2,1,631,10.24,1,0
69,18136.12,14562.33,18,5,1,2,617,42581.61,9,1
41,1964.8,9322.9,18,2,8,1,579,42991.07,2,0
44,204.92,7072.45,16,2,7,2,529,15609.98,6,0
41,1778.17,8577.86,25,7,4,3,539,3875.63,1,0
51,14968.56,11131.94,28,2,3,3,568,66704.74,21,1
48,979.26,4567.98,28,9,2,4,639,11746.03,3,0
33,143.98,1154.06,22,2,3,2,575,12436.52,10,0
39,133.67,5405.32,15,2,3,2,588,17.09,10,0
54,795.29,1635.6,27,3,4,5,583,4826.53,10,0
36,510.74,7870.96,19,3,9,1,610,51781.68,0,0
44,922.87,4358.99,33,3,1,3,695,7212.11,4,0
32,2322.77,3348.64,19,2,2,8,661,6067.98,4,1
45,13271.0,4529.74,20,4,6,0,556,39435.91,11,0
38,2712.68,3414.02,33,6,3,3,588,32562.6,11,1
44,846.36,1023.13,51,1,4,0,630,17348.04,6,0
22,1350.63,15715.5,41,3,2,1,578,1867.37,9,0
38,2725.39,2352.17,35,2,3,3,561,21786.37,2,1
32,914.45,13281.2,18,4,2,2,616,11831.39,4,0
49,1748.11,2983.37,16,3,9,3,580,35585.58,1,0
45,25787.68,12991.26,23,5,7,0,574,10040.09,2,0
59,4039.34,3075.47,27,2,6,4,635,14088.3,1,0
51,874.31,1424.49,38,1,3,4,599,19090.36,0,0
23,373.01,4967.79,51,8,5,3,510,8621.27,11,0
47,699.32,3897.29,28,1,2,4,647,11922.57,5,0
40,4650.5,2573.75,29,6,3,2,593,35599.45,14,1
41,705.31,6756.42,18,1,4,3,582,25789.96,2,0
39,723.7,3103.1,46,2,6,4,670,50419.49,10,1
41,3418.09,2878.25,14,6,6,0,648,32315.26,9,0
25,1768.29,17747.89,49,5,8,5,568,67605.18,1,1
32,4575.16,16544.02,18,1,4,0,610,5006.17,0,1
30,567.28,10853.07,23,2,2,2,645,5394.69,6,0
48,2057.32,1060.11,30,8,4,2,509,9213.7,1,0
43,8614.84,2767.34,17,2,4,2,666,8741.65,12,1
18,281.8,22411.8,41,4,5,2,586,7012.71,18,0
18,308.86,19183.38,18,3,1,0,644,30557.31,7,0
44,15482.62,8465.27,61,3,11,2,605,105759.73,25,1
40,2150.65,2605.25,33,3,2,1,564,12422.68,12,0
25,1501.68,20171.3,21,3,4,1,687,36575.98,5,0
49,4249.35,3042.47,12,5,4,3,503,21036.71,7,0
48,12833.36,6016.94,20,1,2,1,441,3874.6,7,1
30,2905.36,10200.23,33,4,6,1,591,25234.95,8,1
34,4761.05,18277.52,27,3,4,1,660,31922.37,2,0
51,743.26,5561.82,14,5,3,3,647,10959.51,1,0
54,1568.96,4178.08,46,2,4,4,648,32518.7,6,0
38,6900.57,8566.67,17,9,5,1,580,31272.03,16,0
44,2883.9,8957.27,53,2,2,1,747,28065.64,2,0
55,4215.55,1730.64,34,4,3,2,566,6020.23,3,1
72,8072.11,11604.71,29,8,6,4,632,9201.55,9,0
48,10772.34,4551.39,53,5,7,7,560,26484.92,3,1
27,2453.66,17458.44,14,4,2,1,574,19893.63,1,1
52,7188.33,2666.83,18,2,2,0,528,16188.13,4,0
28,1923.45,16566.69,18,1,1,2,609,33207.62,6,1
45,19548.11,16167.24,30,5,5,2,533,3381.65,2,0
62,5538.98,7251.69,48,3,6,0,597,18573.81,3,1
54,1300.57,8948.16,49,2,4,2,584,23621.9,12,1
21,101.88,9392.31,15,3,1,1,609,9269.13,12,0
43,3913.49,4465.06,33,2,2,0,593,2826.41,12,0
49,8284.33,7074.67,45,2,2,0,578,18104.65,3,0
64,6478.21,14057.86,30,3,2,0,618,20134.46,1,1
52,17769.21,4222.57,12,3,4,2,607,16771.39,11,1
50,4748.96,3660.82,35,2,2,2,552,3064.45,5,0
30,330.74,5684.99,31,3,4,0,545,8428.14,11,0
59,5571.79,6676.02,27,3,4,2,617,3103.87,4,1
49,1394.86,1624.59,22,3,2,4,581,8096.37,8,0
50,3325.22,4932.79,18,4,7,5,613,21964.95,1,0
21,881.95,19120.41,33,6,2,1,573,11391.66,10,0
54,4836.12,5178.11,34,1,8,2,563,29627.81,4,1
44,915.55,4534.36,15,3,7,3,601,31111.7,2,0
52,275.24,6289.49,45,3,5,4,550,20244.69,3,0
48,4392.96,12319.26,26,7,5,3,559,44920.62,7,0
47,5479.32,7031.98,41,1,1,1,561,11445.04,0,0
42,1476.18,8707.23,20,3,4,4,629,17603.19,6,0
41,835.91,4335.39,47,6,2,1,541,17598.52,8,0
48,4231.38,9192.14,19,9,7,5,563,15625.05,1,0
40,3969.27,6914.49,43,2,2,1,551,829.55,12,0
63,2276.76,13226.22,47,5,5,4,637,13094.91,1,0
54,1540.01,5352.75,25,2,10,2,637,30488.78,0,0
42,4504.95,3425.75,21,3,4,1,548,19874.86,8,0
49,130041.05,14311.38,16,2,6,0,584,15943.78,1,0
34,1005.91,11200.24,21,4,2,3,656,1587.62,8,0
41,655.27,5213.83,16,3,8,2,537,32186.87,6,0
58,22523.92,16339.54,31,1,1,6,548,45454.2,10,1
24,2557.88,16003.46,35,4,8,6,597,62505.43,2,1
47,1882.93,7557.96,13,4,4,4,652,26537.88,0,0
28,3767.23,9976.92,19,2,7,7,567,34267.37,2,1
47,1938.33,1816.79,22,1,2,2,646,13745.51,7,0
52,4659.46,5725.67,39,4,3,1,645,25663.29,1,1
52,42121.2,7056.19,63,5,12,5,627,69391.61,6,0
36,7807.83,17632.24,18,1,2,1,588,11157.15,7,1
55,1174.48,7068.14,32,6,5,4,630,470.01,4,0
37,613.72,8395.98,20,6,3,2,538,22184.37,3,0
42,998.49,1155.59,33,2,4,2,630,17547.67,3,0
58,9609.96,3700.06,27,2,2,3,549,5785.33,7,0
42,10200.61,7520.14,12,2,6,0,568,27067.39,7,0
49,369.95,4941.71,33,2,4,4,598,7837.89,7,0
41,1546.16,5202.92,31,5,4,1,583,18315.6,22,0
35,457.99,3920.07,28,6,2,2,586,8474.47,8,0
62,2556.7,2946.91,18,3,6,6,594,22539.12,2,0
67,14345.26,14107.36,37,1,1,0,587,28742.41,5,1
40,5973.1,2050.07,22,2,3,2,622,29109.22,15,0
48,22640.2,13906.31,24,2,3,3,635,4484.2,1,0
49,1907.17,1367.19,33,1,3,3,624,2228.46,4,0
67,632.52,13244.21,25,4,4,6,650,8156.07,4,0
44,15349.78,8235.79,15,2,5,0,579,27491.48,10,0
29,4909.21,17661.27,26,4,1,2,592,26448.38,1,1
45,10853.63,4737.95,31,6,3,2,621,12216.69,4,0
39,456.4,2075.64,15,4,2,2,535,19664.24,14,0
36,37973.49,16377.66,13,2,7,1,540,30256.96,13,0
51,49001.72,7132.4,18,2,7,0,610,30276.56,1,0
45,5279.02,6158.36,41,6,9,4,553,51541.85,11,0
48,5387.07,3526.69,16,2,4,2,611,25449.8,9,0
52,4390.5,4989.41,26,4,4,3,598,940.05,3,0
30,677.6,13861.2,16,4,4,2,487,6394.32,5,0
51,24909.33,5417.87,22,3,7,1,661,31293.29,1,0
41,357.36,3638.62,22,1,3,3,552,17044.11,5,0
46,3608.64,5470.71,34,8,1,1,616,2276.46,6,0
25,170.69,6486.81,23,4,5,1,578,13952.02,11,0
48,4035.15,4623.54,25,5,4,3,656,2958.29,2,1
58,7333.04,7431.83,44,8,5,2,583,8816.97,1,1
37,3790.23,4123.0,14,3,6,1,659,38328.36,13,0
36,1525.37,1613.12,15,4,5,4,558,3943.72,12,1
46,6955.75,8931.42,26,3,4,2,565,2276.99,1,0
50,3552.28,6454.51,24,5,2,1,544,11928.78,6,1
49,1030.07,7489.66,52,4,10,2,610,79308.16,13,1
43,10977.8,9092.91,31,3,4,0,639,6713.05,4,0
35,1323.78,16411.18,25,3,5,2,527,45073.48,1,0
78,5639.94,18987.55,59,3,5,2,469,4853.58,7,1
39,463.89,2711.34,31,2,3,1,631,868.18,7,0
55,5687.06,4509.62,40,6,3,3,621,27118.79,3,1
33,1939.89,13497.76,24,2,3,1,654,23477.12,2,0
56,1746.72,1382.81,36,2,2,4,635,13055.36,1,0
40,2858.27,2695.78,51,1,2,6,598,7698.17,1,1
53,3538.61,2731.18,48,3,6,2,577,24585.14,4,0
52,1211.89,1506.81,34,1,1,4,655,13002.1,5,0
39,88605.67,8969.76,15,4,7,5,500,41903.92,12,0
41,954.7,2780.83,44,3,5,1,567,1044.99,7,0
45,73668.38,11436.09,33,3,10,0,642,49373.16,6,0
43,18396.77,11749.14,53,5,1,2,554,12831.84,2,0
18,589.06,14662.45,14,1,4,5,587,33095.16,5,1
45,1939.37,5277.83,43,5,1,2,545,10374.66,4,0
32,1491.54,11556.32,27,2,6,0,621,30494.19,5,0
18,83.33,16404.55,21,4,5,2,617,40174.69,13,0
67,3460.01,11127.21,32,4,3,4,514,749.39,2,1
48,55136.98,2921.09,21,6,5,4,596,29207.47,20,1
26,1109.16,18452.49,14,2,3,1,568,15773.05,3,0
49,1567.7,4497.86,43,4,8,2,632,7446.03,8,0
24,478.55,12072.0,29,1,2,0,583,14754.17,6,0
47,53881.53,16843.37,25,2,7,1,615,3713.71,4,0
33,147.72,5422.86,33,2,2,0,647,9803.43,10,0
42,1157.02,2029.49,42,2,4,1,625,10008.91,6,1
37,5369.06,9785.51,27,4,5,1,659,11923.99,1,1
33,1391.13,11995.88,22,1,5,0,550,31636.95,2,0
45,3070.37,8703.79,26,2,9,2,633,39944.2,2,0
23,1219.11,2530.96,58,2,9,4,643,63233.66,16,1
29,2664.36,11448.16,22,6,4,4,682,23238.29,4,1
43,401.5,4405.47,24,3,4,2,509,19709.05,4,0
35,3849.8,4015.77,15,9,1,3,609,20864.7,18,1
28,497.86,10129.85,24,3,5,0,622,25995.35,6,0
52,597.9,3750.43,48,4,5,3,579,26491.58,1,0
44,3557.68,8319.78,45,5,3,1,571,17875.21,5,0
38,11689.95,15186.69,26,2,7,1,662,8342.6,3,1
74,15505.45,18359.95,12,1,4,4,635,68194.61,15,1
50,3334.56,12300.44,28,5,4,6,627,37926.98,3,0
37,822.07,8972.06,15,3,3,2,623,20150.47,3,0
39,47883.49,11380.18,17,2,6,3,587,28476.72,10,0
38,6933.65,3992.33,18,2,1,4,630,8512.39,5,1
34,12735.68,30023.55,32,5,2,1,574,66561.89,21,1
65,6823.1,16346.23,53,3,4,4,594,4561.43,8,1
36,402.19,2096.38,36,4,6,0,572,9050.89,9,0
40,1985.28,1290.82,17,2,5,1,593,35851.19,14,0
44,5285.68,2471.09,13,4,5,0,546,31537.27,10,0
29,6570.3,13022.57,18,2,2,5,551,6894.81,4,1
56,2843.39,18813.14,22,3,2,4,573,33244.22,1,1
41,2548.0,5755.24,50,6,3,1,692,11002.23,8,0
55,13228.25,6135.57,16,5,2,1,646,23784.44,11,1
41,16521.55,10014.97,22,2,10,0,591,40354.52,3,0
28,1043.08,9896.71,40,5,2,1,662,7399.97,5,0
55,16097.43,1971.95,43,3,7,3,650,52695.07,9,0
31,5630.49,10178.16,73,2,3,6,694,19025.48,10,0
52,2725.12,1977.87,19,1,4,2,640,10299.92,2,0
22,572.29,17655.11,17,7,3,0,522,33012.55,5,0
46,6871.7,3117.0,52,2,7,1,585,56403.05,9,1
49,5648.4,4256.97,30,3,2,1,514,157.02,6,0
33,500.42,4799.21,45,4,1,1,636,3777.58,12,0
28,428.26,6554.64,36,2,3,1,575,8415.7,8,0
43,789.6,3320.8,23,3,4,1,650,23200.14,0,1
36,502.38,5687.63,14,3,5,1,646,23590.19,5,0
41,3476.79,5364.19,49,1,4,1,590,8003.92,13,0
41,2757.87,9390.38,42,5,3,3,655,52510.13,17,1
18,151.81,24256.24,52,4,3,6,730,4077.89,19,0
43,15970.41,4712.94,14,5,4,1,586,35944.43,15,0
52,17853.86,7165.47,28,2,8,4,663,32810.38,2,0
36,6024.1,11726.25,23,9,3,2,648,21876.94,0,1
44,7863.8,8743.34,12,4,1,0,601,6406.04,0,1
52,3579.83,2592.39,24,4,2,3,624,515.26,0,0
33,474.95,1065.89,42,5,1,1,723,9096.63,7,0
53,1442.6,4182.86,31,4,1,3,543,3207.07,2,1
46,4059.39,8442.28,35,1,6,1,639,35423.55,1,1
50,1426.83,8048.81,21,3,2,1,595,18170.87,11,0
36,4931.5,5001.39,25,9,5,4,580,6560.12,12,1
42,8547.88,7759.54,17,3,3,1,645,19402.3,12,0
41,6991.06,10255.97,13,2,7,1,609,22935.53,5,0
43,1526.89,5738.01,22,1,1,3,559,3699.02,3,0
51,3207.29,6544.51,13,2,6,3,584,33122.29,1,0
49,548.62,6910.87,27,9,1,4,555,12973.95,6,0
42,1646.08,7072.44,20,2,6,0,656,37272.7,1,1
18,240.99,14644.46,33,5,2,3,691,15929.7,12,0
29,1033.63,6220.64,54,3,5,2,601,7880.42,8,0
63,6116.45,8785.36,46,1,4,4,617,12944.51,0,0
50,6287.48,5978.77,35,1,1,2,654,4691.56,3,0
20,811.13,16309.82,35,3,2,1,564,13531.45,9,0
37,4751.37,17846.29,24,3,2,4,650,12473.47,3,0
43,17166.75,10129.09,38,3,3,1,633,248.84,4,0
35,1667.13,2293.06,63,2,10,1,559,75579.1,17,1
